familia;codigo;descricao;representante;
CBHM5000;CBHM5000 GR SC RD BE M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIO + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos;Galo;24
CBHM5000;CBHM5000 CA SC RD ABA MM M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES - Pneus e Molas não Incluídas;Galo;28
CBHM5000;CBHM5000 CA SC RD ABA MM P750(I) M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES + PNEUS - Molas não Incluídas;Galo;36
CBHM5000;CBHM5000 CA SC RD M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos;Galo;21
CBHM5000;CBHM5000 CA SC RD MM M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos;Galo;24
CBHM5000;CBHM5000 CA SC RD MM P750(I) M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas;Galo;32
CBHM5000;CBHM5000 GR SC RD M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos;Galo;21
CBHM5000;CBHM5000 GR SC RD MM M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos;Galo;24
CBHM5000;CBHM5000 GR SC RD MM P750(I) M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas+;Galo;32
CBHM5000;CBHM5000 GR SC RD P750(I) M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS + PNEUS - Molas não Incluídas+;Galo;29
CBHM5000;CBHM5000 GR SC RD BE MM M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS + BASE P/ ENSILADEIRA + MANG MAIORES - Molas e Pneus não Incluídos;Galo;27
CBHM5000;CBHM5000 GR SC RD BE P750(I) M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS + BASE P/ ENSILADEIRA + PNEUS - Molas não Incluídas;Galo;32
CBHM5000;CBHM5000 CA SC T ABA MM P750(I) M20;Carreta Hidráulica 5t (5m3) RD de Eixo Tandem - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES + PNEUS - Molas não Incluídas;Galo;35
CBHM5000;CBHM5000 GR SC T M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - Molas e Pneus não Incluídos;Galo;20
CBHM5000;CBHM5000 GR SC T MM M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos;Galo;23
CBHM5000;CBHM5000 GR SC T MM P750(I) M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas;Galo;31
CBHM5000;CBHM5000 CA SS RD ABA MM P750(I) M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES + PNEUS - C/ ABAS - Molas e Freios não Incluídos;Galo;36
CBHM5000;CBHM5000 CA SS RD MM M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos;Galo;24
CBHM5000;CBHM5000 CA SS RD MM P750(I) M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES + PNEUS - Molas e Freios não Incluídos;Galo;32
CBHM5000;CBHM5000 GR SS RD M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - Molas, Freios e Pneus não Incluídos;Galo;21
CBHM5000;CBHM5000 GR SS RD MM M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos;Galo;24
CBHM5000;CBHM5000 GR SS RD P750(I) M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - PNEUS - Molas e Freios não Incluídos;Galo;29
CBHM5000;CBHM5000 GR SS RD BE M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos;Galo;24
CBHM5000;CBHM5000 GR SS RD BE MM M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - BASE P/ ENSILADEIRA + MANG MAIORES - Molasm Freios e Pneus não Incluídos;Galo;27
CBHM5000;CBHM5000 GR SS RD BE MM P750(I) M17;Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ BASE P/ ENSILADEIRA + MANG MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos;Galo;35
CBHM5000;CBHM5000 CA SS T ABA MM M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - CAFEEIRA - C/ ABAS LATERAIS + MANG MAIORES - Freios, Molas e Pneus não Incluídas;Galo;27
CBHM5000;CBHM5000 CA SS T ABA MM P750(I) M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - CAFEEIRA - C/ ABAS LATERAIS + MANG MAIORES + PNEUS - Freios, Molas não Incluídas;Galo;35
CBHM5000;CBHM5000 GR SS T M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - Molas, Freios e Pneus não Incluídos;Galo;20
CBHM5000;CBHM5000 GR SS T MM M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos;Galo;23
CBHM5000;CBHM5000 GR SS T MM P750(I) M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ MANG MAIORES - PNEUS 750(I) - Molas e Freios não Incluídos+;Galo;31
CBHM5000;CBHM5000 GR SS T P700(R) M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ PNEUS 700(R) - Molas e Freios não Incluídos;Galo;28
CBHM5000;CBHM5000 GR SS T P750(I) M20;Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos;Galo;28
CBHM6000;CBHM6000 CA SC RD ABA MM M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES - Molas, Pneus não Incluídas;Galo;28
CBHM6000;CBHM6000 CA SC RD ABA MM P750(I) M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES + PNEUS - Molas não Incluídas;Galo;36
CBHM6000;CBHM6000 CA SC RD M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos;Galo;21
CBHM6000;CBHM6000 CA SC RD MM M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos;Galo;24
CBHM6000;CBHM6000 CA SC RD MM P750(I) M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas;Galo;32
CBHM6000;CBHM6000 CA SC RD P750(I) M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + PNEUS - Molas não Incluídas;Galo;29
CBHM6000;CBHM6000 CA SC T M21;Carreta Hidráulica (6m3) de Eixo Tandem - CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos;Galo;20
CBHM6000;CBHM6000 CA SC T MM M21;Carreta Hidráulica (6m3) de Eixo Tandem - CAFEEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídas;Galo;23
CBHM6000;CBHM6000 CA SS RD ABA MM P750(I) M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/MANGUEIRAS MAIORES - C/ ABAS + PNEUS - Molas e Freios não Incluídos;Galo;36
CBHM6000;CBHM6000 CA SS RD ABA P750(I) M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ ABAS + PNEUS - Molas e Freios não Incluídos;Galo;33
CBHM6000;CBHM6000 CA SS RD M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos;Galo;21
CBHM6000;CBHM6000 CA SS RD MM M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos;Galo;24
CBHM6000;CBHM6000 CA SS RD MM P750(I) M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ MANG. MAIORES + PNEUS - Molas e Freios não Incluídos;Galo;32
CBHM6000;CBHM6000 CA SS RD P750(I) M21;Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS - Molas e Freios não Incluídos;Galo;29
CBHM6000;CBHM6000 CA SS T M21;Carreta Hidráulica (6m3) de Eixo Tandem - CAFEEIRA - Molas, Freios e Pneus não Incluídos;Galo;20
CBHM6000;CBHM6000 CA SS T MM M21;Carreta Hidráulica (6m3) de Eixo Tandem - CAFEEIRA - C/ MANGUEIRAS MAIORES - Molas, Freios e Pneus não Incluídos;Galo;23
CBHM6000;CBHM6000 UG SC RD M17;Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos;Galo;21
CBHM6000;CBHM6000 UG SC RD MM M17;Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos;Galo;24
CBHM6000;CBHM6000 UG SC RD MM P750(I) M17;Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídos;Galo;32
CBHM6000;CBHM6000 UG SC RD P750(I) M17;Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS + PNEUS - Molas não Incluídas;Galo;29
CBHM6000;CBHM6000 UG SS RD M17;Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - Molas, Freios e Pneus não Incluídos;Galo;21
CBHM6000;CBHM6000 UG SS RD MM M17;Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - MANG MAIORES - Molas, Freios e Pneus não Incluídos+;Galo;24
CBHM6000;CBHM6000 UG SS RD P750(I) M17;Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos;Galo;29
CBHM6000;CBHM6000 UG SS T M20;Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - Molas, Freios e Pneus não Incluídos;Galo;20
CBHM6000;CBHM6000 UG SS T MM M20;Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos;Galo;23
CBHM6000;CBHM6000 UG SS T P750(I) M20;Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos;Galo;28
CBHM6000;CBHM6000 UG SS T R15,5 M20;"Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - RODA 15,5"" - Molas, Freios e Pneus não Incluídos";Galo;26
CBHM6000;CBHM6000 UG SS T R15,5 P400 M20;"Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - RODA 15,5"" - PNEUS 400/60 - Molas e Freios não Incluídos";Galo;31
CBHM6000-2E;CBHM6000-2E SS RS/RD M17;Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - Molas, Freios e Pneus não Incluídos;Galo;24
CBHM6000-2E;CBHM6000-2E SS RS/RD P750(I) M17;Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos;Galo;32
CBHM6000-2E;CBHM6000-2E SS RS/RS M17;Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - Molas, Freios e Pneus não Incluídos;Galo;24
CBHM6000-2E;CBHM6000-2E SS RS/RS P750(I) M17;Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos;Galo;32
CBHM6000-2E;CBHM6000-2E SS RS/RS R15,5 M17;"Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - RODA 15,5"" - Molas, Freios e Pneus não Incluídos";Galo;30
CBHM6000-2E;CBHM6000-2E SS RS/RS R15,5 P400 M17;"Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - RODA 15,5"" - PNEUS 400/60 - Molas e Freios não Incluídos";Galo;35
CBHM8000;CBHM8000 CS RD M17;Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ MOLAS -Freios e Pneus não Incluídos;Galo;18
CBHM8000;CBHM8000 SC RD M17;Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS -Molas e Pneus não Incluídos;Galo;18
CBHM8000;CBHM8000 SC RD BE M17;Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos;Galo;21
CBHM8000;CBHM8000 SS RD M17;Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - Molas, Freios e Pneus não Incluídos;Galo;18
CBHM8000;CBHM8000 SS RD MM M17;Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos;Galo;21
CBHM8000;CBHM8000 SS RD P750(I) M17;Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS 750(I) - Molas e Freios não Incluídos;Galo;26
CBHM8000;CBHM8000 SS T M20;Carreta Hidráulica 5t (8m3) Tandem de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos;Galo;17
F4;F4 CS RS/RS A45 M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - ALT 45 - MAD NAVAL - C/ MOLAS - Freios e Pneus não Incluídos;Galo;19
F4;F4 CS RS/RS A45 P750(I) M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - ALT 45 - MAD NAVAL - C/ MOLAS + PNEUS - Freios não Incluídos;Galo;27
F4;F4 CS RS/RS A45 MT M22;Carreta Metálica Fixa 4t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS - Freios e Pneus não Incluídos+;Galo;22
F4;F4 CS RS/RS A45 MT P750(I) M22;Carreta Metálica Fixa 4t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + PNEUS - Freios não Incluídos+;Galo;30
F4;F4 CS RS/RS A60 M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 60 - MAD NAVAL - C/ MOLAS - Freios e Pneus não Incluídos;Galo;19
F4;F4 CS RS/RS A90 M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - ALT 90 - MAD NAVAL - C/ MOLAS - Freios e Pneus não Incluídos;Galo;19
F4;F4 CS RS/RS A90 MT M22;Carreta Metálica Fixa 4t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos;Galo;22
F4;F4 CS RS/RS A90 MT P750(I) M22;Carreta Metálica Fixa 4t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS + PNEUS - Freios não Incluídos;Galo;30
F4;F4 SS RS/RS A45 M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - ALT 45 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;19
F4;F4 SS RS/RS A45 P750(I) M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - ALT 45 - MAD NAVAL - C/ PNEUS - Molas e Freios não Incluídos;Galo;27
F4;F4 SS RS/RS A45 MT M22;Carreta Metálica Fixa 4t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos;Galo;22
F4;F4 SS RS/RS A45 MT P750(I) M22;Carreta Metálica Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS - Molas e Freios não Incluídos;Galo;30
F4;F4 SS RS/RS A60 M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - MAD NAVAL - ALT 60 - Molas, Freios e Pneus não Incluídos;Galo;19
F4;F4 SS RS/RS A60 P750(I) M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - MAD NAVAL - ALT 60 - PNEUS 750(I) - Molas, Freios não Incluídos;Galo;27
F4;F4 SS RS/RS A60 P750(I) M23;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - MAD NAVAL - ALT 60 - PNEUS 750(I) - Molas, Freios não Incluídos;Galo;27
F4;F4 SS RS/RS A90 CB M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - ALT 90 - MAD NAVAL - C/ COMBOIO - Molas, Freios e Pneus não Incluídos;Galo;22
F4;F4 SS RS/RS A90 CB P750(I) M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - ALT 90 - MAD NAVAL - C/ COMBOIO - PNEUS 750(I) - Molas, Freios não Incluídos;Galo;30
F4;F4 SS RS/RS A90 M22;Carreta Madeira Fixa 4t RS/RS de 2 Eixos - ALT 90 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;19
F4;F4 SS RS/RS A90 MT M22;Carreta Metálica Fixa 4t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos;Galo;22
F6;F6 CS RS/RS A45 CB M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - MAD NAVAL - C/ MOLAS + COMBOIO - Freios e Pneus não Incluídos;Galo;22
F6;F6 CS RS/RS A45 CB P750(I) M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - MAD NAVAL - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos;Galo;30
F6;F6 CS RS/RS A45 M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - MAD NAVAL - C/ MOLAS - Freios e Pneus não Incluídos;Galo;19
F6;F6 CS RS/RS A45 P750(I) M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - Comp Naval - ALT 45 - C/ MOLAS + PNEUS - Freios não Incluídos;Galo;27
F6;F6 CS RS/RS A45 MT CB M22;Carreta Metálica Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO - Freios e Pneus não Incluídos;Galo;25
F6;F6 CS RS/RS A45 MT M22;Carreta Metálica Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS - Freios e Pneus não Incluídos;Galo;22
F6;F6 CS RS/RS A60 M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 60 - MAD NAVAL - C/ MOLAS - Freios e Pneus não Incluídos;Galo;19
F6;F6 CS RS/RS A60 MT M22;Carreta Metálica Fixa 6t RS/RS de 2 Eixos - ALT 60 - C/ MOLAS - Freios e Pneus não Incluídos;Galo;22
F6;F6 CS RS/RS A90 CB P750(I) M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - MAD NAVAL - C/ MOLAS + COMBOIO + PNEUS - Freios não Incluídos;Galo;30
F6;F6 CS RS/RS A90 M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - COMP NAVAL - C/ MOLAS - Freios e Pneus não Incluídos;Galo;19
F6;F6 CS RS/RS A90 P750(I) M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - MAD NAVAL - C/ MOLAS + PNEUS - Freios não Incluídos;Galo;27
F6;F6 CS RS/RS A90 MT P750(I) M22;Carreta Metálica Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - C/PNEUS 750(I) - Freios não Incluídos;Galo;30
F6;F6 CS RS/RS A90 MT M22;Carreta Metálica Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos;Galo;22
F6;F6 SS RS/RS A45 M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;19
F6;F6 SS RS/RS A45 P750(I) M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - MAD NAVAL - C/ PNEUS - Molas e Freios não Incluídos;Galo;27
F6;F6 SS RS/RS A45 MT M22;Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos;Galo;22
F6;F6 SS RS/RS A45 MT P750(I) M22;Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS - Molas, Freios não Incluídos;Galo;30
F6;F6 SS RS/RS A60 M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 60 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;19
F6;F6 SS RS/RS A60 P750(I) M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 60 - MAD NAVAL - C/ PNEUS - Molas e Freios não Incluídos;Galo;27
F6;F6 SS RS/RS A90 M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;19
F6;F6 SS RS/RS A90 MT M22;Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 90 - Molas, Freios e Pneus não Incluídos;Galo;22
F6B;F6B SS RS/RD M22;Carreta Madeira Fixa 6t RS/RD de 2 Eixos – PLATAFORMA - Molas, Freios e Pneus não Incluídos;Galo;16
F6B;F6B SS RS/RD P750(I) M22;Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS - Molas e Freios não Incluídos;Galo;24
F6C;F6C SS RS/RS B2M CB M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - PLATAFORMA - C/ BITOLA 2M + COMBOIO - Molas, Freios e Pneus não Incluídos;Galo;23
F6C;F6C SS RS/RS B2M CB M23;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - PLATAFORMA - MAD NAVAL - C/ BITOLA 2M + COMBOIO - Molas, Freios e Pneus não Incluídos;Galo;23
F6C;F6C SS RS/RS CB M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - PLATAFORMA - C/ COMBOIO - Molas, Freios e Pneus não Incluídos;Galo;19
F6C;F6C SS RS/RS CB M23;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - PLATAFORMA - MAD NAVAL - C/ COMBOIO - Molas, Freios e Pneus não Incluídos;Galo;19
F6C;F6C SS RS/RS CB P750(I) M22;Carreta Madeira Fixa 6t RS/RS de 2 Eixos - PLATAFORMA - C/ COMBOIO + PNEUS - Molas e Freios não Incluídos;Galo;27
FA2;FA2 SS T M23;Carreta Metal Fixa 2t de Eixo Tandem - PLATAFORMA - Molas, Freios e Pneus não Incluídos;Galo;12
FA2;FA2 SS T P175(R) M23;Carreta Metal Fixa 2t de Eixo Tandem - PLATAFORMA - C/ PNEUS 175(R) - Molas, Freios e Pneus não Incluídos;Galo;20
FA2A;FA2A SS T M23;Carreta Metal Fixa Adensada 2t de Eixo Tandem - PLATAFORMA - Molas, Freios e Pneus não Incluídos;Galo;13
FA2A;FA2A SS T P175(R) M23;Carreta Metal Fixa Adensada 2t de Eixo Tandem - PLATAFORMA - C/ PNEUS - Molas e Freios não Incluídos;Galo;21
FA4;FA4 SS RS A90 P750(I) M22;Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 90 - MAD NAVAL - PNEUS 750(I) - Molas, Freios não Incluídos;Galo;25
FA4;FA4 FB SS RD A45 M22;Carreta Madeira Fixa Basculante 4t RD de 1 Eixo - ALT 45 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;20
FA4;FA4 FB SS RD A45 P750(I) M22;Carreta Madeira Fixa Basculante 4t RD de 1 Eixo - ALT 45 - PNEUS 750(I) - Molas e Freios não Incluídos+;Galo;28
FA4;FA4 FB SS RD A60 M22;Carreta Madeira Fixa Basculante 4t RD de 1 Eixo – ALT 60 - MAD NAVAL - Molas, Freios e Pneus não Incluídos+;Galo;20
FA4;FA4 FB SS RD A90 M22;Carreta Madeira Fixa Basculante 4t RD de 1 Eixo – ALT 90 - MAD NAVAL - Molas, Freios e Pneus não Incluídos+;Galo;20
FA4;FA4 FB SS RD A90 P750(I) M22;Carreta Madeira Fixa Basculante 4t RD de 1 Eixo – ALT 90 - MAD NAVAL - C/ PNEUS - Molas e Freios não Incluídos;Galo;28
FA4;FA4 FB SS RS A45 M22;Carreta Madeira Fixa Basculante 4t RS de 1 Eixo - ALT 45 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;20
FA4;FA4 FB SS RS A45 P750(I) M22;Carreta Madeira Fixa Basculante 4t RS de 1 Eixo - ALT 45 - MAD NAVAL - C/ PNEUS - Molas e Freios não Incluídos;Galo;28
FA4;FA4 FB SS RS A60 M22;Carreta Madeira Fixa Basculante 4t RS de 1 Eixo – ALT 60 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;20
FA4;FA4 FB SS RS A60 P750(I) M22;Carreta Madeira Fixa Basculante 4t RS de 1 Eixo - ALT 60 - C/ PNEUS - Molas e Freios não Incluídos+;Galo;28
FA4;FA4 FB SS RS A90 M22;Carreta Madeira Fixa Basculante 4t RS de 1 Eixo – ALT 90 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;20
FA5;FA5 SS T AD M23;Carreta Metal Fixa 5t de Eixo Tandem - PLATAFORMA - Piso Antiderrapante - Molas, Freios e Pneus não Incluídos;Galo;15
FA5;FA5 SS T AD P750(I) M23;Carreta Metal Fixa 5t de Eixo Tandem - PLATAFORMA - Piso Antiderrapante - C/ PNEUS - Molas, Freios não Incluídos;Galo;23
FA6;FA6 SS RD A45 M22;Carreta Madeira Fixa 6t RD de 1 Eixo - ALT 45 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;17
FA6;FA6 SS RD A45 P750(I) M22;Carreta Madeira Fixa 6t RD de 1 Eixo - ALT 45 - MAD NAVAL - PNEUS 750(I) - Molas, Freios não Incluídos;Galo;25
FA6;FA6 SS RD A90 M22;Carreta Madeira Fixa 6t RD de 1 Eixo - ALT 90 - MAD NAVAL - Molas, Freios e Pneus não Incluídos;Galo;17
FA6;FA6 SS T A45 M22;Carreta Madeira Fixa 6t de Eixo Tandem – ALT 45 - MAD NAVAL - Molas ,Freios e Pneus não Incluídos;Galo;16
FA6;FA6 SS T A45 P750(I) M22;Carreta Madeira Fixa 6t de Eixo Tandem – ALT 45 - MAD NAVAL - C/ PNEUS - Molas, Freios não Incluídos;Galo;24
FA6;FA6 SS T A90 M22;Carreta Madeira Fixa 6t de Eixo Tandem – ALT 90 - MAD NAVAL - Molas ,Freios e Pneus não Incluídos;Galo;16
FA6F;FA6F SS T M22;Carreta Metálica Fixa 6t de Eixo Tandem - PLATAFORMA - Molas, Pneus e Freios não Incluídos;Galo;13
