"Chave";"Código";"Nome";"Referência Principal";"Descrição Genérica";"Classe";"CRM";"Un";"Localização física";"Classificação Fiscal";"Procedência";"Modelo";"Eixo";"Mola Freio";"Cor";"Tamanho";"Rodado";"Pneu";"Outras Características";"Volume";"Bruto";"Líquido"
"742098";"618032";"FA4,0 RD FBSCF M98";"618032";"FA4,0 RD FBSCF M98";"Carretas Agrícolas";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"198";"198"
"774369";"618755";"FA4 RS SSF MFI     CARR MFI  ( CHASSI COM RODAS PARA CARRETA AGRÍCOLA 4 TON )";"618755";"Conjuntos Avulsos";"Carretas Agrícolas";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"188";"188"
"29449437";"CBH8 FO SS RD/RD M13";"Carreta Hidráulica 8t (13m3) RD/RD de 2 Eixos – FORRAGEIRA - Molas, Freios e Pneus não Incluídos";"621503";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"1132";"1122"
"60338029";"CARROCERIA F6 A45 MT";"Carroceria Completa Para Carreta Metálica Fixa 6t de 2 Eixos - ALT 45";"622188";"Carroceria Completa";"Carretas Agrícolas com Carroceria Metálica";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"60338063";"CARROCERIA F6 A90 MT";"Carroceria Completa Para Carreta Metálica Fixa 4t de 2 Eixos - ALT 90";"622190";"Carroceria Completa";"Carretas Agrícolas com Carroceria Metálica";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"60338164";"F6 CS RS/RS A60 MT M22";"Carreta Metálica Fixa 6t RS/RS de 2 Eixos - ALT 60 - C/ MOLAS - Freios e Pneus não Incluídos";"622183M22";"básica";"Carretas Agrícolas com Carroceria Metálica";"T";"Un";;"8716.20.00";"Nacional - 0";"F6";"2E";"CS";"Laranja";"60cm";"RS/RS";;"CARROC. MET";0;"868";"863"
"60338181";"622184";"ER6CS C/G4,0ER PISO METÁLICO (CARRETA AGRÍCOLA 6T COM CARROCERIA METÁLICA 4,00X1,90X0,90M)+";"622184";"Conjuntos Avulsos";"Carretas Agrícolas com Carroceria Metálica";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"868";"863"
"60374039";"CARROCERIA F4 A45 MT";"Carroceria Completa Para Carreta Metálica Fixa 4t de 2 Eixos - ALT 45";"622231";"Carroceria Completa";"Carretas Agrícolas com Carroceria Metálica";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"60374106";"CARROCERIA F4 A90 MT";"Carroceria Completa Para Carreta Metálica Fixa 4t de 2 Eixos - ALT 90";"622233";"Carroceria Completa";"Carretas Agrícolas com Carroceria Metálica";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"60504309";"CBHM5000 GR SS RD M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - Molas, Freios e Pneus não Incluídos";"614932M17";"Graneleira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Laranja";;"RD";;;0;"910";"900"
"60649087";"CBHM3500 SS RS M17";"Carreta Hidráulica 3,5t (3,5m3) RS de 1 Eixo - USO GERAL - Molas, Freios e Pneus não Incluídos";"614968M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SS";"Laranja";;"RS";;;0;"850";"840"
"60649184";"CBHM3500 SC RS M17";"Carreta Hidráulica 5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos";"614142M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SC";"Laranja";;"RS";;;0;"864";"854"
"60649308";"CBHM4500 SS RS M17";"Carreta Hidráulica 3,5t (4,5m3) RS de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos";"614919M17";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SS";"Laranja";;"RS";;;0;"802";"792"
"60653032";"CBHM4500 SS RD M17";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos";"614920M17";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SS";"Laranja";;"RD";;;0;"880";"870"
"60656307";"CBHM3500 SS RD M17";"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo - USO GERAL - Molas, Freios e Pneus não Incluídos";"614956M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SS";"Laranja";;"RD";;;0;"860";"850"
"60656708";"CBHM3500 SC RD M17";"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos";"614993M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SC";"Laranja";;"RD";;;0;"874";"864"
"60656924";"CBHM4500 SC RD M17";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos";"614981M17";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SC";"Laranja";;"RD";;;0;"894";"884"
"60657850";"CBHM5000 CA SC RD M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos";"614415M17";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SC";"Laranja";;"RD";;;0;"924";"914"
"60657956";"CBHM8000 SS RD M17";"Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - Molas, Freios e Pneus não Incluídos";"620725M17";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM8000";"1E";"SS";"Laranja";;"RD";;;0;"960";"950"
"60662763";"CBHM8000 SC RD M17";"Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS -Molas e Pneus não Incluídos";"620131M17";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM8000";"1E";"SC";"Laranja";;"RD";;;0;"1024";"1014"
"60663903";"CBHM4500 SC RS M17";"Carreta Hidráulica 4t (4,5m3) RS de 1 Eixo - CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos";"614191M17";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SC";"Laranja";;"RS";;;0;"816";"806"
"60664003";"CBHM3500 CS RD M17";"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo - USO GERAL - C/ MOLAS - Freios e Pneus não Incluídos";"614701M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"CS";"Laranja";;"RD";;;0;"801";"791"
"60674449";"CBHM5000 GR CS RD M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MOLAS - Freios e Pneus não Incluídos";"614907M17";"Graneleira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"CS";"Laranja";;"RD";;;0;"913";"903"
"60674873";"CBHM3500 CC RD M17";"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + FREIOS - Pneus não Incluídos";"614890M17";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"CC";"Laranja";;"RD";;;0;"515";"505"
"60675046";"CBHM8000 CS RD M17";"Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ MOLAS -Freios e Pneus não Incluídos";"620118M17";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM8000";"1E";"CS";"Laranja";;"RD";;;0;"1164";"1154"
"60676096";"CBHM3500 CS RS M17";"Carreta Hidráulica 5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ MOLAS - Freios e Pneus não Incluídos";"614075M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"CS";"Laranja";;"RS";;;0;"791";"781"
"60676892";"CBHM3500 CC RS M17";"Carreta Hidráulica 3,5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ MOLAS + FREIOS - Pneus não Incluídos";"614439M17";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"CC";"Laranja";;"RS";;;0;"805";"795"
"60676991";"CBHM5000 GR CC RD M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MOLAS + FREIOS - Pneus não Incluídos";"616199M17";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"CC";"Laranja";;"RD";;;0;"955";"940"
"60685170";"CBHM8000 CC RD M17";"Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ MOLAS + FREIOS - Pneus não Incluídos";"620108M17";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM8000";"1E";"CC";"Laranja";;"RD";;;0;"1178";"1168"
"60694709";"CBHM5000 GR SC RD M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos";"614233M17";"Graneleira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SC";"Laranja";;"RD";;;0;"924";"914"
"60708122";"CBHM4500 SS RD P650(R) M17";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS 650(R) - Molas e Freios não Incluídos";"614921M17";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SS";"Laranja";;"RD";"650(R) - 650(R) (Un)";;0;"880";"870"
"60798259";"CBHM5000 GR CS RD P650(R) M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MOLAS + PNEUS 650(R) - Freios não Incluídos";"614908M17";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"CS";"Laranja";;"RD";"650(R) - 650(R) (Un)";;0;"913";"903"
"60798978";"CBHM6000 UG SS RD M17";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - Molas, Freios e Pneus não Incluídos";"619553M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Laranja";;"RD";;;0;"1160";"1150"
"60805462";"CBHM6000 UG SC RD M17";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos";"619620M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Laranja";;"RD";;;0;"1174";"1164"
"60805749";"CBHM6000-2E SS RS/RS M17";"Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - Molas, Freios e Pneus não Incluídos";"621899M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Laranja";;"RS/RS";;;0;"1445";"1440"
"60805842";"CBHM6000-2E SS RS/RD M17";"Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - Molas, Freios e Pneus não Incluídos";"621898M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Laranja";;"RS/RD";;;0;"1405";"1400"
"60805924";"CBHM10000-2E SS RS/RD M17";"Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixos - FORRAGEIRO - Molas, Freios e Pneus não Incluídos";"621478M17";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM10000";"2E";"SS";"Laranja";;"RS/RD";;;0;"1473";"1468"
"60806215";"CBHM10000 SS RD M17";"Carreta Hidráulica 7t (10m3) RD de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos";"619772M17";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM10000";"1E";"SS";"Laranja";;"RD";;;0;"1360";"1350"
"61019607";"CBHM4500 SS RD M17 AN";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - AZUL - Molas, Freios e Pneus não Incluídos";"614920M17AN";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SS";"Azul";;"RD";;;0;"880";"870"
"61019751";"CBHM5000 GR SC RD M17 VM";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS - VERMELHA - Molas e Pneus não Incluídos";"614233M17VM";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SC";"Vermelha";;"RD";;;0;"924";"914"
"61020988";"CBHM5000 GR SS RD M17 VM";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - VERMELHA - Molas, Freios e Pneus não Incluídos";"614932M17VM";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Vermelha";;"RD";;;0;"910";"900"
"61021129";"CBHM5000 GR SS RD M17 AV";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - AMARELA - Molas, Freios e Pneus não Incluídos";"614932M17AV";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Amarela";;"RD";;;0;"910";"900"
"61056332";"CBHM4500 SS RD P650 M17 VM";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS 650 - VERMELHA - Molas e Freios não Incluídos";"614921M17VM";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SS";"Vermelha";;"RD";"650(R) - 650(R) (Un)";;0;"880";"870"
"61058753";"CBHM6000 UG SC RD M17 VM";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - VERMELHA - Molas e Pneus não Incluídos";"619620M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Vermelha";;"RD";;;0;"1174";"1164"
"61065419";"CBHM6000 UG SS RD M17 AN";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - AZUL - Molas, Freios e Pneus não Incluídos";"619553M17AN";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Azul";;"RD";;;0;"1160";"1150"
"61093107";"CHASSI F6 SS M17";"Chassi Com Rodas Para Carreta de Madeira Fixa 6t de 2 Eixos - Molas, Pneus e Freios não incluídos";"610082M17";"Chassi Com Rodas";"Carretas Agrícolas de Madeira";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"61100942";"CHASSI F6 CS M17";"Chassi Com Rodas Para Carreta de Madeira Fixa 6t de 2 Eixos - C/ MOLAS - Pneus e Freios não incluídos";"619365M17";"Chassi Com Rodas";"Carretas Agrícolas de Madeira";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"463";"463"
"61105205";"CHASSI F4 CS M17";"Chassi Com Rodas Para Carreta de Madeira Fixa 4t de 2 Eixos - C/ MOLAS - Pneus e Freios não incluídos";"619336M17";"Chassi Com Rodas";"Carretas Agrícolas de Madeira";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"287";"287"
"61113152";"CHASSI F4 SS M17";"Chassi Com Rodas Para Carreta de Madeira Fixa 4t de 2 Eixos - Molas, Pneus e Freios não incluídos";"610045M17";"Chassi Com Rodas";"Carretas Agrícolas de Madeira";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"300";"300"
"61203930";"CBHM5000 GR SS RD M17 VJ";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - VERDE - Molas, Freios e Pneus não Incluídos";"614932M17VJ";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Verde";;"RD";;;0;"910";"900"
"61293963";"CBHM4500 SS RD M17 VM";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - VERMELHA - Molas, Freios e Pneus não Incluídos";"614920M17VM";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";;"1E";"SS";"Vermelha";;"RD";;;0;"880";"870"
"61310680";"610060M17";"FTC4300 SS M17 ""IÇAMENTO LONGO"" [CHASSI COM RODAS PARA CARRETA TANQUE  4,0T]";"610060M17";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"61311004";"610062M17";"FTC4300 CS M17 ""IÇAMENTO LONGO"" [CHASSI COM RODAS PARA CARRETA TANQUE 4,0T)";"610062M17";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"61311075";"CHASSI FTC6500 SS M17";"Chassi Com Rodas Para Carreta Tanque 6t de 2 Eixos - IÇAMENTO LONGO - Molas, Pneus e Freios não incluídos";"610083M17";"Chassi Com Rodas";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"61311090";"619363M17";"FTC6500 CS M17 ""IÇAMENTO LONGO"" [CHASSI COM RODAS PARA CARRETA TANQUE 6,0T]";"619363M17";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"463";"463"
"61332835";"F6 CS RS/RS A45 MT M22";"Carreta Metálica Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS - Freios e Pneus não Incluídos";"622366M22";"Básica";"Carretas Agrícolas com Carroceria Metálica";"T";"Un";;"8716.20.00";"Nacional - 0";"F6";"2E";"CS";"Laranja";"45cm";"RS/RS";;"CARROC. MET";0;"988";"983"
"61400069";"CBHM6000-2E SS RS/RS P750(R) M17";"Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos";"621934M17";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Laranja";;"RS/RS";"750(R) - 750(R) (Un)";;0;"1652.9";"1582.9"
"61400111";"CBHM6000-2E SS RS/RS P750(R) M17 VJ";"Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - C/ PNEUS 750(R) - VERDE - Molas e Freios não Incluídos";"621934M17VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Verde";;"RS/RS";"750(R) - 750(R) (Un)";;0;"1445";"1440"
"61402154";"CBHM5000 GR SS RD M17 AN";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - AZUL - Molas, Freios e Pneus não Incluídos";"614932M17AN";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Azul";;"RD";;;0;"910";"900"
"61506281";"CBHM5000 GR SS RD MM M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA  - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos";"614972M17";"Graneleira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Laranja";;"RD";;"MANG. MAIORES";0;"910";"900"
"61520035";"CBHM4500 SC RD M17 AV";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS - AMARELA - Molas e Pneus não Incluídos";"614981M17AV";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SC";"Amarela";;"RD";;;0;"894";"884"
"61721305";"CBHM5000 GR SC RD M17 AV";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS - AMARELA - Molas e Pneus não Incluídos";"614233M17AV";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SC";"Amarela";;"RD";;;0;"924";"914"
"61727825";"CBHM6000-2E SS RS/RS P750(R) M17 VM";"Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - C/ PNEUS 750(R) - VERMELHA - Molas e Freios não Incluídos";"621934M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Vermelha";;"RS/RS";"750(R) - 750(R) (Un)";;0;"1445";"1440"
"61863812";"CBHM8000 SS RD P650(R) M17";"Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ PNEUS 650(R) - Molas, Freios e Pneus não Incluídos";"622371M17";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM8000";"1E";"SS";"Laranja";;"RD";"650(R) - 650(R) (Un)";;0;"960";"950"
"61876683";"CBHM6000 UG SS RD M17 AV";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - AMARELA - Molas, Freios e Pneus não Incluídos";"619553M17AV";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Amarela";;"RD";;;0;"1160";"1150"
"62133417";"CBHM6000 UG SC RD M17 VJ";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - VERDE - Molas e Pneus não Incluídos";"619620M17VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Verde";;"RD";;;0;"1174";"1164"
"62525555";"CBHM6000 UG SC RD M17 AV";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - AMARELA - Molas e Pneus não Incluídos";"619620M17AV";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Amarela";;"RD";;;0;"1174";"1164"
"62648096";"CBHM5000 GR SS RD BE M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos";"621536M17";"Graneleira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Laranja";;"RD";;"B. ENS.";0;"1010";"1000"
"62806463";"CBHM6000 UG SS RD M17 VM";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - VERMELHA - Molas, Freios e Pneus não Incluídos";"619553M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Vermelha";;"RD";;;0;"1160";"1150"
"63116624";"CBHM4500 SS RD P650 M17 AN";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS 650 - AZUL - Molas e Freios não Incluídos";"614921M17AN";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SS";"Azul";;"RD";"650(R) - 650(R) (Un)";;0;"880";"870"
"63278284";"CBHM6000-2E SS RS/RD P750(R) M17 VJ";"Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - C/ PNEUS 750(R) - VERDE - Molas e Freios não Incluídos";"621902M17VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Verde";;"RS/RD";"750(R) - 750(R) (Un)";;0;"1405";"1400"
"63378408";"CHASSI FTC6500 SS RS/RD M17";"Chassi Com Rodas Para Carreta Tanque 6t de 2 Eixos RS/RD -  Molas, Pneus e Freios não incluídos";"622331M17";"Chassi Com Rodas";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"63480976";"CBHM5000 GR SC RD M17 VJ";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS - VERDE - Molas e Pneus não Incluídos";"614233M17VJ";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SC";"Verde";;"RD";;;0;"924";"914"
"63508144";"CBHM5000 GR SS RD MM M17 AV";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA  - C/ MANG MAIORES - AMARELA - Molas, Freios e Pneus não Incluídos";"614972M17AV";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Amarela";;"RD";;"MANG. MAIORES";0;"910";"900"
"63650284";"CBHM6000-2E SS RS/RD M17 VM";"Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - VERMELHA - Molas, Freios e Pneus não Incluídos";"621898M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Vermelha";;"RS/RD";;;0;"1405";"1400"
"63650353";"CBHM10000-2E SS RS/RD M17 VM";"Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixos - FORRAGEIRO - VERMELHA - Molas, Freios e Pneus não Incluídos";"621478M17VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM10000";"2E";"SS";"Vermelha";;"RS/RD";;;0;"1473";"1468"
"64420756";"CBHM4500 SC RD M17 VM";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS - VERMELHA - Molas e Pneus não Incluídos";"614981M17VM";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SC";"Vermelha";;"RD";;;0;"894";"884"
"64682667";"CBHM5000 GR CS RD M17 VM";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MOLAS - VERMELHA - Freios e Pneus não Incluídos";"614907M17VM";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"CS";"Vermelha";;"RD";;;0;"913";"903"
